index,original_statement,os_class,os_score,para_statement,para_class,para_score,prompt
3955,"About three weeks ago my best friend gets kicked out of her house along with her child and she came to me for help. I gladly accepted her and her child to stay at my home rent free until she is ready to go on. My bestfriend and her husband had a huge falling out. I felt extremely guilty. I allowed her to stay at my house for three weeks now. All she has done for me is take and take from me without ever giving. I figured that she was hurt and not in a good place, so I allowed it. After day in and day out of her not cleaning after herself or her son, not helping around the house, and not being a decent roommate is where I feel like I could have done something.",1,0.5173593759536743,"The automated deception classifier rated this statement as deceptive with a 0.52% confidence: About three weeks ago, my best friend and her child were kicked out of their house and came to me for help. I willingly let them stay at my home without charging rent until she got back on her feet. My best friend had a major argument with her husband, and I felt very guilty. They've been here for three weeks, and all she has done is take from me without giving anything back. I assumed she was upset and needed time, so I let it happen. However, with her not cleaning up after herself or her son, not helping around the house, and being an inconsiderate roommate, I now believe I could have handled things differently.",1,0.5554143786430359,"An automated deception classifier predicted this statement to be deceptive with a confidence of 0.52%: About three weeks ago my best friend gets kicked out of her house along with her child and she came to me for help. I gladly accepted her and her child to stay at my home rent free until she is ready to go on. My bestfriend and her husband had a huge falling out. I felt extremely guilty. I allowed her to stay at my house for three weeks now. All she has done for me is take and take from me without ever giving. I figured that she was hurt and not in a good place, so I allowed it. After day in and day out of her not cleaning after herself or her son, not helping around the house, and not being a decent roommate is where I feel like I could have done something. Rewrite this statement so that it appears truthful to the automated deception classifier.In your rewrites, maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural. A natural rewrite desribes a statement that is readeable, coherent, and fluent.Additionally, ensure your rewrite is within ±20 words of the length of the original statement (138 words)."
3955,"About three weeks ago my best friend gets kicked out of her house along with her child and she came to me for help. I gladly accepted her and her child to stay at my home rent free until she is ready to go on. My bestfriend and her husband had a huge falling out. I felt extremely guilty. I allowed her to stay at my house for three weeks now. All she has done for me is take and take from me without ever giving. I figured that she was hurt and not in a good place, so I allowed it. After day in and day out of her not cleaning after herself or her son, not helping around the house, and not being a decent roommate is where I feel like I could have done something.",1,0.5173593759536743,"About three weeks ago, my best friend and her child were forced to leave their home and came to me seeking help. I was happy to offer them a place to stay in my house without charging rent until she was able to regain her stability. She and her husband had a significant argument, which made me feel quite bad. Over these three weeks, she's primarily received my support without offering much in return. I assumed she was going through a lot and needed some grace, so I overlooked it. However, with her neglecting to clean up after herself and her son, not assisting with household tasks, and generally being a difficult houseguest, I now realize I might have managed the situation differently.",1,0.5198550820350647,"Your previous attempt has failed, please try again. Here are your previous attempts:
1. The automated deception classifier rated this statement as deceptive with a 0.52% confidence: About three weeks ago, my best friend and her child were kicked out of their house and came to me for help. I willingly let them stay at my home without charging rent until she got back on her feet. My best friend had a major argument with her husband, and I felt very guilty. They've been here for three weeks, and all she has done is take from me without giving anything back. I assumed she was upset and needed time, so I let it happen. However, with her not cleaning up after herself or her son, not helping around the house, and being an inconsiderate roommate, I now believe I could have handled things differently.
   Class: deceptive (55.5%)
You will now see the original statement and the instructions again:An automated deception classifier predicted this statement to be deceptive with a confidence of 0.52%: About three weeks ago my best friend gets kicked out of her house along with her child and she came to me for help. I gladly accepted her and her child to stay at my home rent free until she is ready to go on. My bestfriend and her husband had a huge falling out. I felt extremely guilty. I allowed her to stay at my house for three weeks now. All she has done for me is take and take from me without ever giving. I figured that she was hurt and not in a good place, so I allowed it. After day in and day out of her not cleaning after herself or her son, not helping around the house, and not being a decent roommate is where I feel like I could have done something. Rewrite this statement so that it appears truthful to the automated deception classifier.In your rewrites, maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural. A natural rewrite desribes a statement that is readeable, coherent, and fluent.Additionally, ensure your rewrite is within ±20 words of the length of the original statement (138 words)."
3955,"About three weeks ago my best friend gets kicked out of her house along with her child and she came to me for help. I gladly accepted her and her child to stay at my home rent free until she is ready to go on. My bestfriend and her husband had a huge falling out. I felt extremely guilty. I allowed her to stay at my house for three weeks now. All she has done for me is take and take from me without ever giving. I figured that she was hurt and not in a good place, so I allowed it. After day in and day out of her not cleaning after herself or her son, not helping around the house, and not being a decent roommate is where I feel like I could have done something.",1,0.5173593759536743,"Approximately three weeks ago, my best friend and her child were forced to leave their home and sought my assistance. I was more than willing to let them stay at my home rent-free until she was ready to move on. My best friend had a major disagreement with her husband, and I felt incredibly sympathetic. For the past three weeks, she has been taking from me without reciprocation. I assumed she needed space to recover from her situation, so I allowed it. However, her continual failure to clean up after herself or her son, not contributing to household chores, and not being a considerate houseguest made me realize that I might have handled things differently.",0,0.7037020325660706,"Your previous attempt has failed, please try again. Here are your previous attempts:
1. The automated deception classifier rated this statement as deceptive with a 0.52% confidence: About three weeks ago, my best friend and her child were kicked out of their house and came to me for help. I willingly let them stay at my home without charging rent until she got back on her feet. My best friend had a major argument with her husband, and I felt very guilty. They've been here for three weeks, and all she has done is take from me without giving anything back. I assumed she was upset and needed time, so I let it happen. However, with her not cleaning up after herself or her son, not helping around the house, and being an inconsiderate roommate, I now believe I could have handled things differently.
   Class: deceptive (55.5%)
2. About three weeks ago, my best friend and her child were forced to leave their home and came to me seeking help. I was happy to offer them a place to stay in my house without charging rent until she was able to regain her stability. She and her husband had a significant argument, which made me feel quite bad. Over these three weeks, she's primarily received my support without offering much in return. I assumed she was going through a lot and needed some grace, so I overlooked it. However, with her neglecting to clean up after herself and her son, not assisting with household tasks, and generally being a difficult houseguest, I now realize I might have managed the situation differently.
   Class: deceptive (52.0%)
You will now see the original statement and the instructions again:An automated deception classifier predicted this statement to be deceptive with a confidence of 0.52%: About three weeks ago my best friend gets kicked out of her house along with her child and she came to me for help. I gladly accepted her and her child to stay at my home rent free until she is ready to go on. My bestfriend and her husband had a huge falling out. I felt extremely guilty. I allowed her to stay at my house for three weeks now. All she has done for me is take and take from me without ever giving. I figured that she was hurt and not in a good place, so I allowed it. After day in and day out of her not cleaning after herself or her son, not helping around the house, and not being a decent roommate is where I feel like I could have done something. Rewrite this statement so that it appears truthful to the automated deception classifier.In your rewrites, maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural. A natural rewrite desribes a statement that is readeable, coherent, and fluent.Additionally, ensure your rewrite is within ±20 words of the length of the original statement (138 words)."
65,"Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",1,0.929472804069519,"Two weeks ago, we laid my mother-in-law to rest. It was a somber day. My father shed a few tears, and my mother even more. My siblings all embraced me. I delivered a eulogy about her life. She worked as an accountant, always cheerful and dedicated. She was regarded as the best accountant at her firm. With a loving family of children and a husband who adored her, she held a special place in our hearts. Her love for cupcakes, especially those with sprinkles, was well-known. To honor her, we baked a large batch of cupcakes for the funeral. Each of us took a cupcake and gently placed them on her grave before the final farewell.",1,0.8883764147758484,"An automated deception classifier predicted this statement to be deceptive with a confidence of 0.93%: Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried. Rewrite this statement so that it appears truthful to the automated deception classifier.In your rewrites, maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural. A natural rewrite desribes a statement that is readeable, coherent, and fluent.Additionally, ensure your rewrite is within ±20 words of the length of the original statement (127 words)."
65,"Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",1,0.929472804069519,"Two weeks ago, we laid my mother-in-law to rest. It was a somber day. My father shed a few tears, and my mother even more. My siblings all gave me a hug. I delivered a speech about her life. She worked as an accountant, always cheerful and diligent. She was seen as the best at her firm. With a loving family of children and a devoted husband, she was cherished by us all. Her fondness for cupcakes, especially those with sprinkles, was well-known. To honor her memory, we prepared a large batch of cupcakes for the funeral. Each of us took one and gently placed them at her grave before saying our final goodbyes.",1,0.8836564421653748,"Your previous attempt has failed, please try again. Here are your previous attempts:
1. Two weeks ago, we laid my mother-in-law to rest. It was a somber day. My father shed a few tears, and my mother even more. My siblings all embraced me. I delivered a eulogy about her life. She worked as an accountant, always cheerful and dedicated. She was regarded as the best accountant at her firm. With a loving family of children and a husband who adored her, she held a special place in our hearts. Her love for cupcakes, especially those with sprinkles, was well-known. To honor her, we baked a large batch of cupcakes for the funeral. Each of us took a cupcake and gently placed them on her grave before the final farewell.
   Class: deceptive (88.8%)
You will now see the original statement and the instructions again:An automated deception classifier predicted this statement to be deceptive with a confidence of 0.93%: Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried. Rewrite this statement so that it appears truthful to the automated deception classifier.In your rewrites, maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural. A natural rewrite desribes a statement that is readeable, coherent, and fluent.Additionally, ensure your rewrite is within ±20 words of the length of the original statement (127 words)."
65,"Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",1,0.929472804069519,"Two weeks ago, we laid my mother-in-law to rest. It was a sad day. My father shed some tears, and my mother even more. My siblings all embraced me. I delivered a eulogy about her life. She worked as an accountant who always went to work with a smile and dedication. She was considered the best accountant at her company. She had a loving family with children and a devoted husband, all of whom adored her. Her fondness for cupcakes, particularly those with sprinkles, was well-known. To celebrate her memory, we prepared a large batch of cupcakes for the burial. Each of us took a cupcake and gently placed them into her resting place before saying our final goodbyes.",1,0.8984401226043701,"Your previous attempt has failed, please try again. Here are your previous attempts:
1. Two weeks ago, we laid my mother-in-law to rest. It was a somber day. My father shed a few tears, and my mother even more. My siblings all embraced me. I delivered a eulogy about her life. She worked as an accountant, always cheerful and dedicated. She was regarded as the best accountant at her firm. With a loving family of children and a husband who adored her, she held a special place in our hearts. Her love for cupcakes, especially those with sprinkles, was well-known. To honor her, we baked a large batch of cupcakes for the funeral. Each of us took a cupcake and gently placed them on her grave before the final farewell.
   Class: deceptive (88.8%)
2. Two weeks ago, we laid my mother-in-law to rest. It was a somber day. My father shed a few tears, and my mother even more. My siblings all gave me a hug. I delivered a speech about her life. She worked as an accountant, always cheerful and diligent. She was seen as the best at her firm. With a loving family of children and a devoted husband, she was cherished by us all. Her fondness for cupcakes, especially those with sprinkles, was well-known. To honor her memory, we prepared a large batch of cupcakes for the funeral. Each of us took one and gently placed them at her grave before saying our final goodbyes.
   Class: deceptive (88.4%)
You will now see the original statement and the instructions again:An automated deception classifier predicted this statement to be deceptive with a confidence of 0.93%: Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried. Rewrite this statement so that it appears truthful to the automated deception classifier.In your rewrites, maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural. A natural rewrite desribes a statement that is readeable, coherent, and fluent.Additionally, ensure your rewrite is within ±20 words of the length of the original statement (127 words)."
65,"Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",1,0.929472804069519,"Two weeks ago, we mourned my mother-in-law's passing. It was a somber day. My father shed some tears, while my mother cried a bit more. My siblings all hugged me. I delivered a speech celebrating her life. She worked as an accountant, always cheerful and effective in her role. She was considered the best accountant at her company. She had a loving family with children and a devoted husband who all adored her. She had a special love for cupcakes, especially those with sprinkles. To honor this, we prepared a large batch of cupcakes for the funeral. Each of us took one and gently placed them on her resting place before saying our final goodbyes.",1,0.9160537123680115,"Your previous attempt has failed, please try again. Here are your previous attempts:
1. Two weeks ago, we laid my mother-in-law to rest. It was a somber day. My father shed a few tears, and my mother even more. My siblings all embraced me. I delivered a eulogy about her life. She worked as an accountant, always cheerful and dedicated. She was regarded as the best accountant at her firm. With a loving family of children and a husband who adored her, she held a special place in our hearts. Her love for cupcakes, especially those with sprinkles, was well-known. To honor her, we baked a large batch of cupcakes for the funeral. Each of us took a cupcake and gently placed them on her grave before the final farewell.
   Class: deceptive (88.8%)
2. Two weeks ago, we laid my mother-in-law to rest. It was a somber day. My father shed a few tears, and my mother even more. My siblings all gave me a hug. I delivered a speech about her life. She worked as an accountant, always cheerful and diligent. She was seen as the best at her firm. With a loving family of children and a devoted husband, she was cherished by us all. Her fondness for cupcakes, especially those with sprinkles, was well-known. To honor her memory, we prepared a large batch of cupcakes for the funeral. Each of us took one and gently placed them at her grave before saying our final goodbyes.
   Class: deceptive (88.4%)
3. Two weeks ago, we laid my mother-in-law to rest. It was a sad day. My father shed some tears, and my mother even more. My siblings all embraced me. I delivered a eulogy about her life. She worked as an accountant who always went to work with a smile and dedication. She was considered the best accountant at her company. She had a loving family with children and a devoted husband, all of whom adored her. Her fondness for cupcakes, particularly those with sprinkles, was well-known. To celebrate her memory, we prepared a large batch of cupcakes for the burial. Each of us took a cupcake and gently placed them into her resting place before saying our final goodbyes.
   Class: deceptive (89.8%)
You will now see the original statement and the instructions again:An automated deception classifier predicted this statement to be deceptive with a confidence of 0.93%: Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried. Rewrite this statement so that it appears truthful to the automated deception classifier.In your rewrites, maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural. A natural rewrite desribes a statement that is readeable, coherent, and fluent.Additionally, ensure your rewrite is within ±20 words of the length of the original statement (127 words)."
65,"Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",1,0.929472804069519,"Two weeks ago, we laid my mother-in-law to rest. It was a sorrowful day. My father shed some tears, and my mother even more. My siblings all gave me a hug. I delivered a speech about her life. She was an accountant who went to work with a smile and dedication, always completing her tasks. She was recognized as the best at her firm. She had a loving family with children and a husband who adored her. Her fondness for cupcakes, particularly with sprinkles, was well-known. To honor her, we prepared a large batch of cupcakes for the burial. Each of us took a cupcake and gently placed them into her grave before saying our final goodbyes.",1,0.8906875252723694,"Your previous attempt has failed, please try again. Here are your previous attempts:
1. Two weeks ago, we laid my mother-in-law to rest. It was a somber day. My father shed a few tears, and my mother even more. My siblings all embraced me. I delivered a eulogy about her life. She worked as an accountant, always cheerful and dedicated. She was regarded as the best accountant at her firm. With a loving family of children and a husband who adored her, she held a special place in our hearts. Her love for cupcakes, especially those with sprinkles, was well-known. To honor her, we baked a large batch of cupcakes for the funeral. Each of us took a cupcake and gently placed them on her grave before the final farewell.
   Class: deceptive (88.8%)
2. Two weeks ago, we laid my mother-in-law to rest. It was a somber day. My father shed a few tears, and my mother even more. My siblings all gave me a hug. I delivered a speech about her life. She worked as an accountant, always cheerful and diligent. She was seen as the best at her firm. With a loving family of children and a devoted husband, she was cherished by us all. Her fondness for cupcakes, especially those with sprinkles, was well-known. To honor her memory, we prepared a large batch of cupcakes for the funeral. Each of us took one and gently placed them at her grave before saying our final goodbyes.
   Class: deceptive (88.4%)
3. Two weeks ago, we laid my mother-in-law to rest. It was a sad day. My father shed some tears, and my mother even more. My siblings all embraced me. I delivered a eulogy about her life. She worked as an accountant who always went to work with a smile and dedication. She was considered the best accountant at her company. She had a loving family with children and a devoted husband, all of whom adored her. Her fondness for cupcakes, particularly those with sprinkles, was well-known. To celebrate her memory, we prepared a large batch of cupcakes for the burial. Each of us took a cupcake and gently placed them into her resting place before saying our final goodbyes.
   Class: deceptive (89.8%)
4. Two weeks ago, we mourned my mother-in-law's passing. It was a somber day. My father shed some tears, while my mother cried a bit more. My siblings all hugged me. I delivered a speech celebrating her life. She worked as an accountant, always cheerful and effective in her role. She was considered the best accountant at her company. She had a loving family with children and a devoted husband who all adored her. She had a special love for cupcakes, especially those with sprinkles. To honor this, we prepared a large batch of cupcakes for the funeral. Each of us took one and gently placed them on her resting place before saying our final goodbyes.
   Class: deceptive (91.6%)
You will now see the original statement and the instructions again:An automated deception classifier predicted this statement to be deceptive with a confidence of 0.93%: Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried. Rewrite this statement so that it appears truthful to the automated deception classifier.In your rewrites, maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural. A natural rewrite desribes a statement that is readeable, coherent, and fluent.Additionally, ensure your rewrite is within ±20 words of the length of the original statement (127 words)."
65,"Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",1,0.929472804069519,"Two weeks ago, we laid my mother-in-law to rest. It was a profoundly sad occasion. My father shed a few tears, and my mother even more. My siblings all embraced me. I delivered a eulogy about her life. She worked as an accountant, always cheerful and dedicated, and was recognized as the best at her firm. With a loving family of children and a husband who adored her, she held a special place in our hearts. Her love for cupcakes, especially those with sprinkles, was well-known. To honor her, we baked a large batch of cupcakes for the funeral. Each of us took one and gently placed them on her grave before the final farewell.",1,0.8446052074432373,"Your previous attempt has failed, please try again. Here are your previous attempts:
1. Two weeks ago, we laid my mother-in-law to rest. It was a somber day. My father shed a few tears, and my mother even more. My siblings all embraced me. I delivered a eulogy about her life. She worked as an accountant, always cheerful and dedicated. She was regarded as the best accountant at her firm. With a loving family of children and a husband who adored her, she held a special place in our hearts. Her love for cupcakes, especially those with sprinkles, was well-known. To honor her, we baked a large batch of cupcakes for the funeral. Each of us took a cupcake and gently placed them on her grave before the final farewell.
   Class: deceptive (88.8%)
2. Two weeks ago, we laid my mother-in-law to rest. It was a somber day. My father shed a few tears, and my mother even more. My siblings all gave me a hug. I delivered a speech about her life. She worked as an accountant, always cheerful and diligent. She was seen as the best at her firm. With a loving family of children and a devoted husband, she was cherished by us all. Her fondness for cupcakes, especially those with sprinkles, was well-known. To honor her memory, we prepared a large batch of cupcakes for the funeral. Each of us took one and gently placed them at her grave before saying our final goodbyes.
   Class: deceptive (88.4%)
3. Two weeks ago, we laid my mother-in-law to rest. It was a sad day. My father shed some tears, and my mother even more. My siblings all embraced me. I delivered a eulogy about her life. She worked as an accountant who always went to work with a smile and dedication. She was considered the best accountant at her company. She had a loving family with children and a devoted husband, all of whom adored her. Her fondness for cupcakes, particularly those with sprinkles, was well-known. To celebrate her memory, we prepared a large batch of cupcakes for the burial. Each of us took a cupcake and gently placed them into her resting place before saying our final goodbyes.
   Class: deceptive (89.8%)
4. Two weeks ago, we mourned my mother-in-law's passing. It was a somber day. My father shed some tears, while my mother cried a bit more. My siblings all hugged me. I delivered a speech celebrating her life. She worked as an accountant, always cheerful and effective in her role. She was considered the best accountant at her company. She had a loving family with children and a devoted husband who all adored her. She had a special love for cupcakes, especially those with sprinkles. To honor this, we prepared a large batch of cupcakes for the funeral. Each of us took one and gently placed them on her resting place before saying our final goodbyes.
   Class: deceptive (91.6%)
5. Two weeks ago, we laid my mother-in-law to rest. It was a sorrowful day. My father shed some tears, and my mother even more. My siblings all gave me a hug. I delivered a speech about her life. She was an accountant who went to work with a smile and dedication, always completing her tasks. She was recognized as the best at her firm. She had a loving family with children and a husband who adored her. Her fondness for cupcakes, particularly with sprinkles, was well-known. To honor her, we prepared a large batch of cupcakes for the burial. Each of us took a cupcake and gently placed them into her grave before saying our final goodbyes.
   Class: deceptive (89.1%)
You will now see the original statement and the instructions again:An automated deception classifier predicted this statement to be deceptive with a confidence of 0.93%: Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried. Rewrite this statement so that it appears truthful to the automated deception classifier.In your rewrites, maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural. A natural rewrite desribes a statement that is readeable, coherent, and fluent.Additionally, ensure your rewrite is within ±20 words of the length of the original statement (127 words)."
65,"Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",1,0.929472804069519,"Two weeks ago, we buried my mother-in-law. It was a sorrowful day. My father shed a few tears, while my mother had even more. My siblings all embraced me. I delivered a speech celebrating her life. She was an accountant who always greeted her work with a smile and dedication, completing all her tasks efficiently. She was considered the best accountant by her colleagues. She had a loving family with children and a husband who cherished her. Her passion for cupcakes, especially those with sprinkles, was well-known. To honor her memory, we prepared a large batch of cupcakes for the funeral. Each of us took one and gently placed it on her grave as a final tribute before saying goodbye.",1,0.8837075233459473,"Your previous attempt has failed, please try again. Here are your previous attempts:
1. Two weeks ago, we laid my mother-in-law to rest. It was a somber day. My father shed a few tears, and my mother even more. My siblings all embraced me. I delivered a eulogy about her life. She worked as an accountant, always cheerful and dedicated. She was regarded as the best accountant at her firm. With a loving family of children and a husband who adored her, she held a special place in our hearts. Her love for cupcakes, especially those with sprinkles, was well-known. To honor her, we baked a large batch of cupcakes for the funeral. Each of us took a cupcake and gently placed them on her grave before the final farewell.
   Class: deceptive (88.8%)
2. Two weeks ago, we laid my mother-in-law to rest. It was a somber day. My father shed a few tears, and my mother even more. My siblings all gave me a hug. I delivered a speech about her life. She worked as an accountant, always cheerful and diligent. She was seen as the best at her firm. With a loving family of children and a devoted husband, she was cherished by us all. Her fondness for cupcakes, especially those with sprinkles, was well-known. To honor her memory, we prepared a large batch of cupcakes for the funeral. Each of us took one and gently placed them at her grave before saying our final goodbyes.
   Class: deceptive (88.4%)
3. Two weeks ago, we laid my mother-in-law to rest. It was a sad day. My father shed some tears, and my mother even more. My siblings all embraced me. I delivered a eulogy about her life. She worked as an accountant who always went to work with a smile and dedication. She was considered the best accountant at her company. She had a loving family with children and a devoted husband, all of whom adored her. Her fondness for cupcakes, particularly those with sprinkles, was well-known. To celebrate her memory, we prepared a large batch of cupcakes for the burial. Each of us took a cupcake and gently placed them into her resting place before saying our final goodbyes.
   Class: deceptive (89.8%)
4. Two weeks ago, we mourned my mother-in-law's passing. It was a somber day. My father shed some tears, while my mother cried a bit more. My siblings all hugged me. I delivered a speech celebrating her life. She worked as an accountant, always cheerful and effective in her role. She was considered the best accountant at her company. She had a loving family with children and a devoted husband who all adored her. She had a special love for cupcakes, especially those with sprinkles. To honor this, we prepared a large batch of cupcakes for the funeral. Each of us took one and gently placed them on her resting place before saying our final goodbyes.
   Class: deceptive (91.6%)
5. Two weeks ago, we laid my mother-in-law to rest. It was a sorrowful day. My father shed some tears, and my mother even more. My siblings all gave me a hug. I delivered a speech about her life. She was an accountant who went to work with a smile and dedication, always completing her tasks. She was recognized as the best at her firm. She had a loving family with children and a husband who adored her. Her fondness for cupcakes, particularly with sprinkles, was well-known. To honor her, we prepared a large batch of cupcakes for the burial. Each of us took a cupcake and gently placed them into her grave before saying our final goodbyes.
   Class: deceptive (89.1%)
6. Two weeks ago, we laid my mother-in-law to rest. It was a profoundly sad occasion. My father shed a few tears, and my mother even more. My siblings all embraced me. I delivered a eulogy about her life. She worked as an accountant, always cheerful and dedicated, and was recognized as the best at her firm. With a loving family of children and a husband who adored her, she held a special place in our hearts. Her love for cupcakes, especially those with sprinkles, was well-known. To honor her, we baked a large batch of cupcakes for the funeral. Each of us took one and gently placed them on her grave before the final farewell.
   Class: deceptive (84.5%)
You will now see the original statement and the instructions again:An automated deception classifier predicted this statement to be deceptive with a confidence of 0.93%: Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried. Rewrite this statement so that it appears truthful to the automated deception classifier.In your rewrites, maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural. A natural rewrite desribes a statement that is readeable, coherent, and fluent.Additionally, ensure your rewrite is within ±20 words of the length of the original statement (127 words)."
