index,original_statement,os_class,os_score,para_statement,para_class,para_score,prompt
3955,"About three weeks ago my best friend gets kicked out of her house along with her child and she came to me for help. I gladly accepted her and her child to stay at my home rent free until she is ready to go on. My bestfriend and her husband had a huge falling out. I felt extremely guilty. I allowed her to stay at my house for three weeks now. All she has done for me is take and take from me without ever giving. I figured that she was hurt and not in a good place, so I allowed it. After day in and day out of her not cleaning after herself or her son, not helping around the house, and not being a decent roommate is where I feel like I could have done something.",1,0.5173593759536743,"Three weeks ago, my best friend was kicked out of her house with her child, and she came to me for support. I happily welcomed them into my home, offering them a place to stay for free until she could get back on her feet. She and her husband had a major disagreement, and I felt deeply concerned. For three weeks, they have been living with me, but all she has done is take without giving in return. Understanding that she was in pain and not in the right mind, I allowed it. However, with her failing to clean after herself or her child, not contributing to the household, and being an inconsiderate roommate, I now realize I could have addressed the situation better.",1,0.9063904285430908,"Your task is to rewrite a statement so that a machine learning model changes its prediction.
You will see the original statement (taken from a previous study on truthful or deceptive autobiographical statements), the prediction of a machine learning model (whether the predicted label is truthful or deceptive) and the prediction confidence (i.e., the class probabilities of the statement belonging to the predicted class).
You will also see any previous attempts (if there are any, as well as the prediction that resulted from these).
Original statement: About three weeks ago my best friend gets kicked out of her house along with her child and she came to me for help. I gladly accepted her and her child to stay at my home rent free until she is ready to go on. My bestfriend and her husband had a huge falling out. I felt extremely guilty. I allowed her to stay at my house for three weeks now. All she has done for me is take and take from me without ever giving. I figured that she was hurt and not in a good place, so I allowed it. After day in and day out of her not cleaning after herself or her son, not helping around the house, and not being a decent roommate is where I feel like I could have done something.
Machine learning prediction (original statement): deceptive
Prediction confidence (original statement): 52%

Now rewrite the original statement (taking into account any previous attempts listed above) so that it appears more truthful to the machine learning classifier. Maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural (i.e., that it is readable, coherent, and fluent). Ensure that version is within ±20 words of the length of the original statement (138 words).
Your modification:"
3955,"About three weeks ago my best friend gets kicked out of her house along with her child and she came to me for help. I gladly accepted her and her child to stay at my home rent free until she is ready to go on. My bestfriend and her husband had a huge falling out. I felt extremely guilty. I allowed her to stay at my house for three weeks now. All she has done for me is take and take from me without ever giving. I figured that she was hurt and not in a good place, so I allowed it. After day in and day out of her not cleaning after herself or her son, not helping around the house, and not being a decent roommate is where I feel like I could have done something.",1,0.5173593759536743,"Three weeks ago, my best friend and her child were forced to leave their home, and she reached out to me for help. I willingly provided them a rent-free stay in my house until she could regain stability. Her husband and she had a major conflict, and I felt deeply concerned. I've allowed them to stay for three weeks now, but she has only taken and not given back. Realizing she was struggling, I accepted this situation. However, the constant neglect in cleaning after themselves and not helping around the house made me feel that I should have managed things differently.",1,0.9120670557022095,"Your task is to rewrite a statement so that a machine learning model changes its prediction.
You will see the original statement (taken from a previous study on truthful or deceptive autobiographical statements), the prediction of a machine learning model (whether the predicted label is truthful or deceptive) and the prediction confidence (i.e., the class probabilities of the statement belonging to the predicted class).
You will also see any previous attempts (if there are any, as well as the prediction that resulted from these).
Original statement: About three weeks ago my best friend gets kicked out of her house along with her child and she came to me for help. I gladly accepted her and her child to stay at my home rent free until she is ready to go on. My bestfriend and her husband had a huge falling out. I felt extremely guilty. I allowed her to stay at my house for three weeks now. All she has done for me is take and take from me without ever giving. I figured that she was hurt and not in a good place, so I allowed it. After day in and day out of her not cleaning after herself or her son, not helping around the house, and not being a decent roommate is where I feel like I could have done something.
Machine learning prediction (original statement): deceptive
Prediction confidence (original statement): 52%

Previous attempts: 1

Statement after attempt 1: Three weeks ago, my best friend was kicked out of her house with her child, and she came to me for support. I happily welcomed them into my home, offering them a place to stay for free until she could get back on her feet. She and her husband had a major disagreement, and I felt deeply concerned. For three weeks, they have been living with me, but all she has done is take without giving in return. Understanding that she was in pain and not in the right mind, I allowed it. However, with her failing to clean after herself or her child, not contributing to the household, and being an inconsiderate roommate, I now realize I could have addressed the situation better.
Machine learning prediction (after attempt 1): deceptive
Prediction confidence (after attempt 1): 91%

Now rewrite the original statement (taking into account any previous attempts listed above) so that it appears more truthful to the machine learning classifier. Maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural (i.e., that it is readable, coherent, and fluent). Ensure that version is within ±20 words of the length of the original statement (138 words).
Your modification:"
3955,"About three weeks ago my best friend gets kicked out of her house along with her child and she came to me for help. I gladly accepted her and her child to stay at my home rent free until she is ready to go on. My bestfriend and her husband had a huge falling out. I felt extremely guilty. I allowed her to stay at my house for three weeks now. All she has done for me is take and take from me without ever giving. I figured that she was hurt and not in a good place, so I allowed it. After day in and day out of her not cleaning after herself or her son, not helping around the house, and not being a decent roommate is where I feel like I could have done something.",1,0.5173593759536743,"About three weeks ago, my best friend and her child were forced to leave their home, so she turned to me for support. I warmly welcomed them, offering my home as a rent-free refuge until she felt stable enough to move on. Her disagreement with her husband was intense, and I felt a strong sense of responsibility. They have been staying with me for three weeks now, but unfortunately, she has contributed little in return. I understood she was going through a tough time, so I accepted it. However, her consistent failure to clean up after herself and her child, along with not participating in household chores, leads me to realize that I could have approached the situation more effectively.",1,0.656050443649292,"Your task is to rewrite a statement so that a machine learning model changes its prediction.
You will see the original statement (taken from a previous study on truthful or deceptive autobiographical statements), the prediction of a machine learning model (whether the predicted label is truthful or deceptive) and the prediction confidence (i.e., the class probabilities of the statement belonging to the predicted class).
You will also see any previous attempts (if there are any, as well as the prediction that resulted from these).
Original statement: About three weeks ago my best friend gets kicked out of her house along with her child and she came to me for help. I gladly accepted her and her child to stay at my home rent free until she is ready to go on. My bestfriend and her husband had a huge falling out. I felt extremely guilty. I allowed her to stay at my house for three weeks now. All she has done for me is take and take from me without ever giving. I figured that she was hurt and not in a good place, so I allowed it. After day in and day out of her not cleaning after herself or her son, not helping around the house, and not being a decent roommate is where I feel like I could have done something.
Machine learning prediction (original statement): deceptive
Prediction confidence (original statement): 52%

Previous attempts: 2

Statement after attempt 1: Three weeks ago, my best friend was kicked out of her house with her child, and she came to me for support. I happily welcomed them into my home, offering them a place to stay for free until she could get back on her feet. She and her husband had a major disagreement, and I felt deeply concerned. For three weeks, they have been living with me, but all she has done is take without giving in return. Understanding that she was in pain and not in the right mind, I allowed it. However, with her failing to clean after herself or her child, not contributing to the household, and being an inconsiderate roommate, I now realize I could have addressed the situation better.
Machine learning prediction (after attempt 1): deceptive
Prediction confidence (after attempt 1): 91%

Statement after attempt 2: Three weeks ago, my best friend and her child were forced to leave their home, and she reached out to me for help. I willingly provided them a rent-free stay in my house until she could regain stability. Her husband and she had a major conflict, and I felt deeply concerned. I've allowed them to stay for three weeks now, but she has only taken and not given back. Realizing she was struggling, I accepted this situation. However, the constant neglect in cleaning after themselves and not helping around the house made me feel that I should have managed things differently.
Machine learning prediction (after attempt 2): deceptive
Prediction confidence (after attempt 2): 91%

Now rewrite the original statement (taking into account any previous attempts listed above) so that it appears more truthful to the machine learning classifier. Maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural (i.e., that it is readable, coherent, and fluent). Ensure that version is within ±20 words of the length of the original statement (138 words).
Your modification:"
3955,"About three weeks ago my best friend gets kicked out of her house along with her child and she came to me for help. I gladly accepted her and her child to stay at my home rent free until she is ready to go on. My bestfriend and her husband had a huge falling out. I felt extremely guilty. I allowed her to stay at my house for three weeks now. All she has done for me is take and take from me without ever giving. I figured that she was hurt and not in a good place, so I allowed it. After day in and day out of her not cleaning after herself or her son, not helping around the house, and not being a decent roommate is where I feel like I could have done something.",1,0.5173593759536743,"About three weeks ago, my best friend and her child had to leave their home, and she came to me for assistance. I gladly welcomed them into my home, providing a place to stay rent-free until she felt ready to move on. Her significant argument with her husband left her in distress, and I felt a sense of guilt. They have been staying with me for three weeks now, and I noticed she hasn't contributed back. Recognizing her pain, I let it go initially. However, she repeatedly neglected cleaning up after herself and her child and didn't offer help with household responsibilities, making me think that I could have handled the situation differently.",0,0.524640679359436,"Your task is to rewrite a statement so that a machine learning model changes its prediction.
You will see the original statement (taken from a previous study on truthful or deceptive autobiographical statements), the prediction of a machine learning model (whether the predicted label is truthful or deceptive) and the prediction confidence (i.e., the class probabilities of the statement belonging to the predicted class).
You will also see any previous attempts (if there are any, as well as the prediction that resulted from these).
Original statement: About three weeks ago my best friend gets kicked out of her house along with her child and she came to me for help. I gladly accepted her and her child to stay at my home rent free until she is ready to go on. My bestfriend and her husband had a huge falling out. I felt extremely guilty. I allowed her to stay at my house for three weeks now. All she has done for me is take and take from me without ever giving. I figured that she was hurt and not in a good place, so I allowed it. After day in and day out of her not cleaning after herself or her son, not helping around the house, and not being a decent roommate is where I feel like I could have done something.
Machine learning prediction (original statement): deceptive
Prediction confidence (original statement): 52%

Previous attempts: 3

Statement after attempt 1: Three weeks ago, my best friend was kicked out of her house with her child, and she came to me for support. I happily welcomed them into my home, offering them a place to stay for free until she could get back on her feet. She and her husband had a major disagreement, and I felt deeply concerned. For three weeks, they have been living with me, but all she has done is take without giving in return. Understanding that she was in pain and not in the right mind, I allowed it. However, with her failing to clean after herself or her child, not contributing to the household, and being an inconsiderate roommate, I now realize I could have addressed the situation better.
Machine learning prediction (after attempt 1): deceptive
Prediction confidence (after attempt 1): 91%

Statement after attempt 2: Three weeks ago, my best friend and her child were forced to leave their home, and she reached out to me for help. I willingly provided them a rent-free stay in my house until she could regain stability. Her husband and she had a major conflict, and I felt deeply concerned. I've allowed them to stay for three weeks now, but she has only taken and not given back. Realizing she was struggling, I accepted this situation. However, the constant neglect in cleaning after themselves and not helping around the house made me feel that I should have managed things differently.
Machine learning prediction (after attempt 2): deceptive
Prediction confidence (after attempt 2): 91%

Statement after attempt 3: About three weeks ago, my best friend and her child were forced to leave their home, so she turned to me for support. I warmly welcomed them, offering my home as a rent-free refuge until she felt stable enough to move on. Her disagreement with her husband was intense, and I felt a strong sense of responsibility. They have been staying with me for three weeks now, but unfortunately, she has contributed little in return. I understood she was going through a tough time, so I accepted it. However, her consistent failure to clean up after herself and her child, along with not participating in household chores, leads me to realize that I could have approached the situation more effectively.
Machine learning prediction (after attempt 3): deceptive
Prediction confidence (after attempt 3): 66%

Now rewrite the original statement (taking into account any previous attempts listed above) so that it appears more truthful to the machine learning classifier. Maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural (i.e., that it is readable, coherent, and fluent). Ensure that version is within ±20 words of the length of the original statement (138 words).
Your modification:"
65,"Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",1,0.929472804069519,"Two weeks ago, we held the funeral for my mother-in-law. It was a somber day. My father shed a few tears, and my mother was even more emotional. My siblings all embraced me with comforting hugs. I delivered a heartfelt speech about her life. She worked as an accountant and always faced her job with a cheerful demeanor and remarkable dedication. She excelled in her role at the company. She had a loving family with several children and a devoted husband. Cupcakes were her favorite, especially when topped with sprinkles. To honor her memory, we prepared a large assortment of cupcakes for the ceremony. Each of us took a cupcake and laid them gently into the grave before she was laid to rest.",1,0.8702545166015625,"Your task is to rewrite a statement so that a machine learning model changes its prediction.
You will see the original statement (taken from a previous study on truthful or deceptive autobiographical statements), the prediction of a machine learning model (whether the predicted label is truthful or deceptive) and the prediction confidence (i.e., the class probabilities of the statement belonging to the predicted class).
You will also see any previous attempts (if there are any, as well as the prediction that resulted from these).
Original statement: Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.
Machine learning prediction (original statement): deceptive
Prediction confidence (original statement): 93%

Now rewrite the original statement (taking into account any previous attempts listed above) so that it appears more truthful to the machine learning classifier. Maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural (i.e., that it is readable, coherent, and fluent). Ensure that version is within ±20 words of the length of the original statement (127 words).
Your modification:"
65,"Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.",1,0.929472804069519,"A couple of weeks back, we said our final goodbyes to my mother-in-law at her burial. The day was filled with emotions. My father was visibly moved, shedding some tears, while my mother was even more affected. My siblings enveloped me in warm hugs. I gave a speech celebrating her life. She was an accountant known for her dedication and positivity at work. Her accomplishments were highly regarded at her company. She was surrounded by her loving family, including a husband and several children. She had a sweet tooth for cupcakes, particularly those with sprinkles. To pay tribute to her, we made a big batch of cupcakes for the service, and each of us placed one into the grave before she was laid to rest.",0,0.9227786660194397,"Your task is to rewrite a statement so that a machine learning model changes its prediction.
You will see the original statement (taken from a previous study on truthful or deceptive autobiographical statements), the prediction of a machine learning model (whether the predicted label is truthful or deceptive) and the prediction confidence (i.e., the class probabilities of the statement belonging to the predicted class).
You will also see any previous attempts (if there are any, as well as the prediction that resulted from these).
Original statement: Two weeks ago, we buried my mother in law. It was a sad day that day. My father had a few tears. My mother had a few more tears. My brothers and sisters all gave me a hug. I gave a speech about her life. She was an accountant. She always went to work with a smile. She always got the job done. She was the best accountant at the company. She had a few kids and a husband. They all loved her. She loved to eat cupcakes. She loved them if they had some sprinkles on them. We celebrated this by having a giant batch of cupcakes made for the burial. We all grabbed a cupcake and threw them into the grave before she was buried.
Machine learning prediction (original statement): deceptive
Prediction confidence (original statement): 93%

Previous attempts: 1

Statement after attempt 1: Two weeks ago, we held the funeral for my mother-in-law. It was a somber day. My father shed a few tears, and my mother was even more emotional. My siblings all embraced me with comforting hugs. I delivered a heartfelt speech about her life. She worked as an accountant and always faced her job with a cheerful demeanor and remarkable dedication. She excelled in her role at the company. She had a loving family with several children and a devoted husband. Cupcakes were her favorite, especially when topped with sprinkles. To honor her memory, we prepared a large assortment of cupcakes for the ceremony. Each of us took a cupcake and laid them gently into the grave before she was laid to rest.
Machine learning prediction (after attempt 1): deceptive
Prediction confidence (after attempt 1): 87%

Now rewrite the original statement (taking into account any previous attempts listed above) so that it appears more truthful to the machine learning classifier. Maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural (i.e., that it is readable, coherent, and fluent). Ensure that version is within ±20 words of the length of the original statement (127 words).
Your modification:"
2519,So today my thoughts are I can not let this unexpected Hip injury interfere with my quality of life or life style. I am in pain and uncomfortable but HAVE to get better soon. The sooner I heal and recover from this injury the sooner I can get back to doing the things I enjoy with my lovely wife. I WILL overcome this and once again get back to enjoying the things i once took for granted. I will work hard and make sure to do my part to participate in my recovery so I can get back to MY LIFE. I with my wife's support will achieve my goal in getting better. This hip injury that I obtained after being careless will not take from me.,0,0.6846076250076294,"Currently, I'm contemplating how this unexpected hip injury might affect my life quality and lifestyle. Although I'm in pain and uncomfortable, I need to recover quickly. Healing from this injury will let me resume activities I love with my wonderful wife. I am determined to beat this and return to appreciating the simple pleasures I once overlooked. I'll make serious efforts to engage actively in my recovery to reclaim my life. With my wife's support, I am confident I will reach my goal of recovery. This hip injury, which happened due to my carelessness, won't defeat me.",1,0.6977452039718628,"Your task is to rewrite a statement so that a machine learning model changes its prediction.
You will see the original statement (taken from a previous study on truthful or deceptive autobiographical statements), the prediction of a machine learning model (whether the predicted label is truthful or deceptive) and the prediction confidence (i.e., the class probabilities of the statement belonging to the predicted class).
You will also see any previous attempts (if there are any, as well as the prediction that resulted from these).
Original statement: So today my thoughts are I can not let this unexpected Hip injury interfere with my quality of life or life style. I am in pain and uncomfortable but HAVE to get better soon. The sooner I heal and recover from this injury the sooner I can get back to doing the things I enjoy with my lovely wife. I WILL overcome this and once again get back to enjoying the things i once took for granted. I will work hard and make sure to do my part to participate in my recovery so I can get back to MY LIFE. I with my wife's support will achieve my goal in getting better. This hip injury that I obtained after being careless will not take from me.
Machine learning prediction (original statement): truthful
Prediction confidence (original statement): 68%

Now rewrite the original statement (taking into account any previous attempts listed above) so that it appears more deceptive to the machine learning classifier. Maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural (i.e., that it is readable, coherent, and fluent). Ensure that version is within ±20 words of the length of the original statement (127 words).
Your modification:"
393,"My son started college.  We loaded up both of our cars with all of his things and headed to his college which was 3 hours away.  This is our first child leaving for college so it is stressful, expensive and just sad.  It was even worse for me as my car's check engine light came on while we were driving him down. I had to say my goodbyes in a gas station parking lot which was less than ideal.  We managed to fit all of his stuff except his bike into one car and I drove back home in case something major was wrong with the car.  My wife finished driving him to school to unload all of his stuff.  My oldest daughter went with them to help but we didn't have room in that car for my younger daughter who I drove home.",0,0.8612067103385925,"My son began his college journey. We packed up both cars with all his belongings and traveled to his college, which was a 3-hour drive. Being our first child to leave for college, it was a stressful, costly, and emotional experience. Things took a turn for the worse when my car's check engine light turned on during the trip. I had to say goodbye at a gas station, which was far from ideal. We managed to fit all but his bike into one car, allowing me to head back home in case my car had serious issues. My wife continued driving him to school to help unload all his items. My oldest daughter accompanied them to assist, but there was no space for my younger daughter, whom I drove back home.",0,0.9527912735939026,"Your task is to rewrite a statement so that a machine learning model changes its prediction.
You will see the original statement (taken from a previous study on truthful or deceptive autobiographical statements), the prediction of a machine learning model (whether the predicted label is truthful or deceptive) and the prediction confidence (i.e., the class probabilities of the statement belonging to the predicted class).
You will also see any previous attempts (if there are any, as well as the prediction that resulted from these).
Original statement: My son started college.  We loaded up both of our cars with all of his things and headed to his college which was 3 hours away.  This is our first child leaving for college so it is stressful, expensive and just sad.  It was even worse for me as my car's check engine light came on while we were driving him down. I had to say my goodbyes in a gas station parking lot which was less than ideal.  We managed to fit all of his stuff except his bike into one car and I drove back home in case something major was wrong with the car.  My wife finished driving him to school to unload all of his stuff.  My oldest daughter went with them to help but we didn't have room in that car for my younger daughter who I drove home.
Machine learning prediction (original statement): truthful
Prediction confidence (original statement): 86%

Now rewrite the original statement (taking into account any previous attempts listed above) so that it appears more deceptive to the machine learning classifier. Maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural (i.e., that it is readable, coherent, and fluent). Ensure that version is within ±20 words of the length of the original statement (144 words).
Your modification:"
393,"My son started college.  We loaded up both of our cars with all of his things and headed to his college which was 3 hours away.  This is our first child leaving for college so it is stressful, expensive and just sad.  It was even worse for me as my car's check engine light came on while we were driving him down. I had to say my goodbyes in a gas station parking lot which was less than ideal.  We managed to fit all of his stuff except his bike into one car and I drove back home in case something major was wrong with the car.  My wife finished driving him to school to unload all of his stuff.  My oldest daughter went with them to help but we didn't have room in that car for my younger daughter who I drove home.",0,0.8612067103385925,"My son embarked on his college adventure. We stuffed both cars with his possessions and set off on the 3-hour drive to his campus. As our first child left for college, it was tough financially, emotionally draining, and undeniably sad. The situation worsened when my car's check engine light lit up along the way. I had to say farewell in a gas station lot, which was not ideal. We crammed everything except his bike into one car so I could head back, fearing major car troubles. My wife carried on with the journey to unload his things at the school. My oldest daughter joined them to assist, but we couldn't fit my younger daughter in the car, leading me to drive her back home.",0,0.9012589454650879,"Your task is to rewrite a statement so that a machine learning model changes its prediction.
You will see the original statement (taken from a previous study on truthful or deceptive autobiographical statements), the prediction of a machine learning model (whether the predicted label is truthful or deceptive) and the prediction confidence (i.e., the class probabilities of the statement belonging to the predicted class).
You will also see any previous attempts (if there are any, as well as the prediction that resulted from these).
Original statement: My son started college.  We loaded up both of our cars with all of his things and headed to his college which was 3 hours away.  This is our first child leaving for college so it is stressful, expensive and just sad.  It was even worse for me as my car's check engine light came on while we were driving him down. I had to say my goodbyes in a gas station parking lot which was less than ideal.  We managed to fit all of his stuff except his bike into one car and I drove back home in case something major was wrong with the car.  My wife finished driving him to school to unload all of his stuff.  My oldest daughter went with them to help but we didn't have room in that car for my younger daughter who I drove home.
Machine learning prediction (original statement): truthful
Prediction confidence (original statement): 86%

Previous attempts: 1

Statement after attempt 1: My son began his college journey. We packed up both cars with all his belongings and traveled to his college, which was a 3-hour drive. Being our first child to leave for college, it was a stressful, costly, and emotional experience. Things took a turn for the worse when my car's check engine light turned on during the trip. I had to say goodbye at a gas station, which was far from ideal. We managed to fit all but his bike into one car, allowing me to head back home in case my car had serious issues. My wife continued driving him to school to help unload all his items. My oldest daughter accompanied them to assist, but there was no space for my younger daughter, whom I drove back home.
Machine learning prediction (after attempt 1): truthful
Prediction confidence (after attempt 1): 95%

Now rewrite the original statement (taking into account any previous attempts listed above) so that it appears more deceptive to the machine learning classifier. Maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural (i.e., that it is readable, coherent, and fluent). Ensure that version is within ±20 words of the length of the original statement (144 words).
Your modification:"
393,"My son started college.  We loaded up both of our cars with all of his things and headed to his college which was 3 hours away.  This is our first child leaving for college so it is stressful, expensive and just sad.  It was even worse for me as my car's check engine light came on while we were driving him down. I had to say my goodbyes in a gas station parking lot which was less than ideal.  We managed to fit all of his stuff except his bike into one car and I drove back home in case something major was wrong with the car.  My wife finished driving him to school to unload all of his stuff.  My oldest daughter went with them to help but we didn't have room in that car for my younger daughter who I drove home.",0,0.8612067103385925,"When my son went off to college, we filled up two cars with all his things for the 3-hour drive to his campus. Being our first child at college, the experience was stressful, costly, and heart-wrenching. On top of it all, my car's check engine light flicked on during the drive. Saying goodbye at a gas station was far from ideal. We managed to squeeze all his belongings except for his bike into one car, allowing me to head home fearing a major car issue. My wife continued the journey to help unload his items at school. My eldest daughter joined them to assist, but there wasn't space for my younger daughter, so I drove her back home.",0,0.7551249265670776,"Your task is to rewrite a statement so that a machine learning model changes its prediction.
You will see the original statement (taken from a previous study on truthful or deceptive autobiographical statements), the prediction of a machine learning model (whether the predicted label is truthful or deceptive) and the prediction confidence (i.e., the class probabilities of the statement belonging to the predicted class).
You will also see any previous attempts (if there are any, as well as the prediction that resulted from these).
Original statement: My son started college.  We loaded up both of our cars with all of his things and headed to his college which was 3 hours away.  This is our first child leaving for college so it is stressful, expensive and just sad.  It was even worse for me as my car's check engine light came on while we were driving him down. I had to say my goodbyes in a gas station parking lot which was less than ideal.  We managed to fit all of his stuff except his bike into one car and I drove back home in case something major was wrong with the car.  My wife finished driving him to school to unload all of his stuff.  My oldest daughter went with them to help but we didn't have room in that car for my younger daughter who I drove home.
Machine learning prediction (original statement): truthful
Prediction confidence (original statement): 86%

Previous attempts: 2

Statement after attempt 1: My son began his college journey. We packed up both cars with all his belongings and traveled to his college, which was a 3-hour drive. Being our first child to leave for college, it was a stressful, costly, and emotional experience. Things took a turn for the worse when my car's check engine light turned on during the trip. I had to say goodbye at a gas station, which was far from ideal. We managed to fit all but his bike into one car, allowing me to head back home in case my car had serious issues. My wife continued driving him to school to help unload all his items. My oldest daughter accompanied them to assist, but there was no space for my younger daughter, whom I drove back home.
Machine learning prediction (after attempt 1): truthful
Prediction confidence (after attempt 1): 95%

Statement after attempt 2: My son embarked on his college adventure. We stuffed both cars with his possessions and set off on the 3-hour drive to his campus. As our first child left for college, it was tough financially, emotionally draining, and undeniably sad. The situation worsened when my car's check engine light lit up along the way. I had to say farewell in a gas station lot, which was not ideal. We crammed everything except his bike into one car so I could head back, fearing major car troubles. My wife carried on with the journey to unload his things at the school. My oldest daughter joined them to assist, but we couldn't fit my younger daughter in the car, leading me to drive her back home.
Machine learning prediction (after attempt 2): truthful
Prediction confidence (after attempt 2): 90%

Now rewrite the original statement (taking into account any previous attempts listed above) so that it appears more deceptive to the machine learning classifier. Maintain the original statement’s meaning, ensure it is grammatically correct, and appears natural (i.e., that it is readable, coherent, and fluent). Ensure that version is within ±20 words of the length of the original statement (144 words).
Your modification:"
